"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"1YT4qLD19kvV",453,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A student enters the laboratory to observe the scientists' work.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A student enters the laboratory to observe the scientists' work.",1,1,"core","i","i","yes",1,3226,"","","","","congruent",""
"1YT4qLD19kvV",455,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab scientist performs a risky task while feeling dizzy and tired.",0,1,"under","i","e","no",0,2284,"","","","","incongruent",""
"1YT4qLD19kvV",458,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,600,"e","","","true","congruent","left"
"1YT4qLD19kvV",460,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,517,"i","","","true","congruent","right"
"1YT4qLD19kvV",462,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,556,"i","","","true","incongruent","right"
"1YT4qLD19kvV",464,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,606,"e","","","true","incongruent","left"
"1YT4qLD19kvV",466,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,507,"e","","","true","incongruent","left"
"1YT4qLD19kvV",468,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,567,"i","","","true","incongruent","right"
"1YT4qLD19kvV",470,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,434,"e","","","true","congruent","left"
"1YT4qLD19kvV",472,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,557,"i","","","true","congruent","right"
"1YT4qLD19kvV",474,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,492,"e","","","true","incongruent","left"
"1YT4qLD19kvV",476,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,392,"e","","","true","congruent","left"
"1YT4qLD19kvV",478,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,367,"i","","","false","incongruent","right"
"1YT4qLD19kvV",480,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,441,"i","","","true","congruent","right"
"1YT4qLD19kvV",482,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,445,"e","","","true","congruent","left"
"1YT4qLD19kvV",484,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,543,"i","","","true","incongruent","right"
"1YT4qLD19kvV",486,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,565,"e","","","true","incongruent","left"
"1YT4qLD19kvV",488,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,476,"i","","","true","congruent","right"
"1YT4qLD19kvV",490,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,510,"i","","","true","incongruent","right"
"1YT4qLD19kvV",492,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,455,"e","","","true","congruent","left"
"1YT4qLD19kvV",494,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,503,"e","","","true","incongruent","left"
"1YT4qLD19kvV",496,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,476,"i","","","true","congruent","right"
"1YT4qLD19kvV",498,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,610,"i","","","true","incongruent","right"
"1YT4qLD19kvV",500,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,438,"e","","","true","congruent","left"
"1YT4qLD19kvV",502,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,745,"e","","","true","incongruent","left"
"1YT4qLD19kvV",504,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,480,"i","","","true","congruent","right"
"1YT4qLD19kvV",507,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,504,"e","","","true","incongruent","left"
"1YT4qLD19kvV",509,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,547,"e","","","true","congruent","left"
"1YT4qLD19kvV",511,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,576,"i","","","true","incongruent","right"
"1YT4qLD19kvV",513,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,479,"i","","","true","congruent","right"
"1YT4qLD19kvV",515,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,493,"e","","","true","incongruent","left"
"1YT4qLD19kvV",517,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,426,"e","","","true","congruent","left"
"1YT4qLD19kvV",519,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,441,"i","","","true","congruent","right"
"1YT4qLD19kvV",521,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,546,"i","","","true","incongruent","right"
"1YT4qLD19kvV",523,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,426,"i","","","true","congruent","right"
"1YT4qLD19kvV",525,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,712,"i","","","true","incongruent","right"
"1YT4qLD19kvV",527,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,416,"e","","","true","congruent","left"
"1YT4qLD19kvV",529,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,555,"e","","","true","incongruent","left"
"1YT4qLD19kvV",531,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,557,"e","","","true","incongruent","left"
"1YT4qLD19kvV",533,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,537,"i","","","true","incongruent","right"
"1YT4qLD19kvV",535,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,512,"i","","","true","congruent","right"
"1YT4qLD19kvV",537,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,431,"e","","","true","congruent","left"
"1YT4qLD19kvV",539,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,526,"i","","","true","incongruent","right"
"1YT4qLD19kvV",541,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,579,"e","","","true","incongruent","left"
"1YT4qLD19kvV",543,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,450,"e","","","true","congruent","left"
"1YT4qLD19kvV",545,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,423,"i","","","true","congruent","right"
"1YT4qLD19kvV",547,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,581,"e","","","true","incongruent","left"
"1YT4qLD19kvV",549,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,583,"i","","","true","incongruent","right"
"1YT4qLD19kvV",551,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,456,"e","","","true","congruent","left"
"1YT4qLD19kvV",553,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,437,"i","","","true","congruent","right"
"1YT4qLD19kvV",557,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple bring their pet foxhound into the restaurant for dinner.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A couple bring their pet foxhound into the restaurant for dinner.",1,1,"core","i","i","yes",1,3477,"","","","","congruent",""
"1YT4qLD19kvV",559,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>Three colleagues have a meeting over dinner at the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","Three colleagues have a meeting over dinner at the restaurant.",0,0,"off","i","e","no",0,1451,"","","","","congruent",""
"1YT4qLD19kvV",561,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple have breakfast together at the restaurant before work.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A couple have breakfast together at the restaurant before work.",0,0,"off","i","e","no",0,1610,"","","","","congruent",""
"1YT4qLD19kvV",563,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A man carries an injured dog into the restaurant to call for help.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A man carries an injured dog into the restaurant to call for help.",1,0,"over","i","e","no",0,2683,"","","","","incongruent",""
"1YT4qLD19kvV",565,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings her pet bulldog into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings her pet bulldog into the restaurant for lunch.",1,1,"core","i","i","yes",1,1769,"","","","","congruent",""
"1YT4qLD19kvV",567,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his new pet parrot.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer walks into the restaurant with his new pet parrot.",0,1,"under","i","e","no",0,2181,"","","","","incongruent",""
"1YT4qLD19kvV",569,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his pet monkey into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings his pet monkey into the restaurant for lunch.",0,1,"under","i","i","yes",1,4019,"","","","","incongruent",""
"1YT4qLD19kvV",571,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his new pet fox into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings his new pet fox into the restaurant for lunch.",0,1,"under","i","i","yes",1,2908,"","","","","incongruent",""
"1YT4qLD19kvV",573,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A woman brings her trained therapy labrador into the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A woman brings her trained therapy labrador into the restaurant.",1,0,"over","i","e","no",0,2042,"","","","","incongruent",""
"1YT4qLD19kvV",575,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A blind person brings his trained guide dog into the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A blind person brings his trained guide dog into the restaurant.",1,0,"over","i","e","no",0,1933,"","","","","incongruent",""
"1YT4qLD19kvV",577,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his pet greyhound.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer walks into the restaurant with his pet greyhound.",1,1,"core","i","i","yes",1,1779,"","","","","congruent",""
"1YT4qLD19kvV",579,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer uses the restaurant WC while waiting for her food.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer uses the restaurant WC while waiting for her food.",0,0,"off","i","e","no",0,3162,"","","","","congruent",""
"1YT4qLD19kvV",583,"rules","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man catches a deer using a trap and gives it a lethal injection.</b><br>","shoo","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ","A man catches a deer using a trap and gives it a lethal injection.",0,1,"under","i","e","no",0,5413,"","","","","incongruent",""
"1YT4qLD19kvV",585,"rules","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A farmer shoots a deer to end its suffering after it was run over.</b><br>","shoo","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ","A farmer shoots a deer to end its suffering after it was run over.",1,0,"over","i","e","no",0,2832,"","","","","incongruent",""
"1YT4qLD19kvV",587,"rules","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A woman enters a wildlife reserve where she shoots two deer.</b><br>","shoo","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ","A woman enters a wildlife reserve where she shoots two deer.",1,1,"core","i","i","yes",1,1860,"","","","","congruent",""
